City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
470,Lixourion,38.2019,20.4314,51.01,75,20,15.99,GR,few clouds
471,Pemangkat,1.1667,108.9667,82.4,71,100,6.31,ID,overcast clouds
472,Vershino-Darasunskiy,52.35,115.5167,-0.49,72,5,3.76,RU,clear sky
473,Husavik,66.0449,-17.3389,22.91,66,90,24.76,IS,overcast clouds
474,Port-Cartier,50.0334,-66.8654,3.42,93,59,8.55,CA,broken clouds
475,Narsaq,60.9167,-46.05,20.17,84,100,17.87,GL,light snow
476,Tahta,26.7693,31.5021,46.56,50,3,6.04,EG,clear sky
477,Balaipungut,1.05,101.2833,84.61,56,46,3.87,ID,scattered clouds
478,Kattivakkam,13.2167,80.3167,84.29,84,6,1.95,IN,clear sky
479,Maarianhamina,60.0973,19.9348,28.26,74,100,12.66,AX,overcast clouds
480,Mirnyy,62.5353,113.9611,-6.12,97,90,4.94,RU,overcast clouds
481,Ciuchici,44.9414,21.61,31.32,83,36,3.18,RO,scattered clouds
482,Matagami,49.7502,-77.6328,-14.69,84,0,6.91,CA,clear sky
483,Kirensk,57.7853,108.1119,1.92,93,94,3.24,RU,overcast clouds
484,Laguna,38.421,-121.4238,54.1,80,0,0.0,US,clear sky
485,Plettenberg Bay,-34.0527,23.3716,67.91,91,93,2.77,ZA,overcast clouds
486,Emba,48.8264,58.1442,24.69,87,100,14.16,KZ,overcast clouds
487,Emerald,-23.5333,148.1667,94.33,36,66,8.1,AU,broken clouds
488,Nome,64.5011,-165.4064,-7.53,77,0,0.0,US,clear sky
489,Iqaluit,63.7506,-68.5145,-25.31,74,20,5.01,CA,few clouds
490,Williams Lake,52.1415,-122.1445,35.17,94,100,4.0,CA,snow
491,Waipawa,-41.4122,175.5153,66.31,65,17,10.2,NZ,few clouds
492,Nantucket,41.2835,-70.0995,21.31,51,0,10.36,US,clear sky
493,Alta Floresta,-9.8756,-56.0861,69.76,99,100,2.98,BR,overcast clouds
494,Dalbandin,28.8947,64.4101,55.33,38,0,7.23,PK,clear sky
495,Izhma,65.0083,53.9113,1.58,96,96,6.11,RU,overcast clouds
496,Hobyo,5.3505,48.5268,76.55,81,100,15.57,SO,light rain
497,Srivardhan,18.0333,73.0167,76.35,44,0,4.23,IN,clear sky
498,Shingu,33.7333,135.9833,50.99,31,3,2.82,JP,clear sky
499,Klaksvik,62.2266,-6.589,32.92,56,98,35.59,FO,light snow
500,Nabire,-3.3667,135.4833,84.79,59,100,4.72,ID,overcast clouds
501,Tekeli,44.83,78.8239,21.24,70,43,7.81,KZ,scattered clouds
502,Asau,46.4333,26.4,36.52,72,44,14.38,RO,scattered clouds
503,Kumo,10.0447,11.2122,62.04,20,30,10.74,NG,scattered clouds
504,Port Victoria,0.0939,33.9756,70.12,75,76,6.55,KE,light rain
505,Santa Rosa De Osos,6.6474,-75.4603,49.26,95,98,0.78,CO,overcast clouds
506,Muroto,33.2833,134.15,51.84,43,8,13.33,JP,clear sky
507,Ravar,31.2656,56.8055,45.5,41,35,2.86,IR,scattered clouds
508,Porto Novo,6.4965,2.6036,73.22,43,80,4.68,BJ,broken clouds
509,Sulangan,11.1373,123.7228,82.09,73,16,10.98,PH,few clouds
510,Palmer,42.1584,-72.3287,13.37,73,75,3.44,US,broken clouds
511,Macapa,0.0389,-51.0664,75.18,100,0,2.3,BR,clear sky
512,De Aar,-30.6497,24.0123,69.37,63,100,10.38,ZA,overcast clouds
513,Yuryevets,57.3201,43.1041,17.94,94,100,10.6,RU,overcast clouds
514,Krasnoarmeyskiy,47.0114,42.2072,32.11,93,100,13.31,RU,snow
515,De-Kastri,51.4667,140.7833,3.52,92,100,12.88,RU,overcast clouds
516,Yibin,28.7667,104.6238,51.08,61,40,3.42,CN,scattered clouds
517,Ulaanbaatar,47.9077,106.8832,-7.47,77,39,2.24,MN,smoke
518,Magadan,59.5667,150.8,10.35,77,92,14.32,RU,overcast clouds
519,Olafsvik,64.8945,-23.7142,26.46,55,100,20.02,IS,overcast clouds
520,Quang Ngai,15.1167,108.8,78.01,81,89,7.67,VN,overcast clouds
521,Soyo,-6.1349,12.3689,78.08,85,100,3.15,AO,light rain
522,Vuktyl,63.8567,57.3094,-5.48,99,93,3.38,RU,overcast clouds
523,Scottsbluff,41.8666,-103.6672,38.79,43,0,0.0,US,clear sky
524,Mitu,1.1983,-70.1733,73.02,69,97,2.48,CO,overcast clouds
525,Maracacume,-2.0428,-45.9592,72.3,97,98,2.84,BR,overcast clouds
526,Juba,4.8517,31.5825,72.01,31,79,2.89,SS,broken clouds
527,Atasu,48.6814,71.6433,14.22,96,100,6.55,KZ,overcast clouds
528,Maan,5.9339,124.7356,86.27,65,100,4.59,PH,overcast clouds
529,Alyangula,-13.8483,136.4192,89.47,70,99,12.66,AU,overcast clouds
530,Manzhouli,49.6,117.4333,-0.49,78,8,5.68,CN,clear sky
531,Damghan,36.1683,54.348,33.12,41,0,1.99,IR,clear sky
532,Eden,36.4885,-79.7667,31.78,74,0,0.0,US,clear sky
533,Grafton,42.207,-71.6856,10.49,66,14,4.03,US,few clouds
534,Macamic,48.7502,-78.9996,-9.17,100,100,3.06,CA,overcast clouds
535,Puruliya,23.3333,86.3667,63.21,37,0,1.59,IN,clear sky
536,Havelock,34.8791,-76.9013,43.95,71,76,6.67,US,broken clouds
537,Muskogee,35.5834,-95.3336,46.44,48,0,0.0,US,clear sky
538,Kappeln,54.6612,9.9313,37.31,91,100,11.48,DE,light rain
539,Amparafaravola,-17.5833,48.2167,66.22,87,22,6.4,MG,few clouds
540,Nishihara,26.1842,127.7558,60.85,61,100,13.8,JP,overcast clouds
541,Nyimba,-14.5566,30.8149,66.34,99,99,1.52,ZM,light rain
542,Gulu,2.7746,32.299,70.03,31,61,6.02,UG,broken clouds
543,Yumen,40.2833,97.2,19.33,31,100,10.76,CN,overcast clouds
544,Viedma,-40.8135,-62.9967,58.95,42,83,5.44,AR,broken clouds
545,Raseiniai,55.3736,23.1217,28.85,84,100,18.01,LT,overcast clouds
546,Krasnoselkup,65.7,82.4667,2.61,95,100,10.42,RU,overcast clouds
547,Kaset Sombun,16.2805,101.9542,85.44,38,13,4.18,TH,few clouds
548,Guanare,9.0418,-69.7421,75.22,60,4,3.44,VE,clear sky
549,Nedjo,9.5046,35.5019,55.24,49,42,1.97,ET,scattered clouds
550,Batemans Bay,-35.7167,150.1833,85.98,72,67,7.58,AU,light rain
551,Coos Bay,43.3665,-124.2179,51.01,96,100,12.66,US,overcast clouds
552,San Rafael,-34.6177,-68.3301,73.38,27,0,8.77,AR,clear sky
553,Mikhaylovsk,45.1283,42.0256,29.14,86,0,11.18,RU,clear sky
554,Nouakchott,18.0858,-15.9785,69.73,53,100,14.7,MR,overcast clouds
555,Puerto Baquerizo Moreno,-0.9,-89.6,74.25,82,100,9.62,EC,overcast clouds
556,Thio,-21.6167,166.2167,82.36,76,79,2.51,NC,broken clouds
557,Puerto Del Rosario,28.5004,-13.8627,58.75,63,0,4.61,ES,haze
558,Cuamba,-14.8031,36.5372,66.72,95,16,0.51,MZ,few clouds
559,Nagod,24.5667,80.6,67.21,28,0,3.4,IN,clear sky
560,Taitung,22.7583,121.1444,68.27,64,75,8.05,TW,broken clouds
561,Hamilton,39.1834,-84.5333,29.08,77,0,1.01,US,clear sky
562,Timbiqui,2.7717,-77.6654,72.09,96,100,5.28,CO,light rain
563,Ulladulla,-35.35,150.4667,85.77,65,43,11.56,AU,scattered clouds
564,Olga,43.7444,135.2892,19.06,39,0,11.95,RU,clear sky
565,Ust-Omchug,61.15,149.6333,-1.91,95,100,9.4,RU,overcast clouds
566,Kamenka,51.3223,42.7678,31.75,97,100,17.72,RU,light snow
567,Belyy Yar,53.6039,91.3903,-14.91,84,75,0.0,RU,mist
568,Omboue,-1.5746,9.2618,77.5,87,100,2.55,GA,light rain
569,Bisira,8.5196,-81.7115,54.95,94,41,8.01,PA,scattered clouds
570,Bhunya,-26.55,31.0167,63.43,99,94,1.66,SZ,overcast clouds
571,Bouar,5.934,15.596,62.87,19,86,7.74,CF,overcast clouds
572,Gavle,60.6745,17.1417,24.51,87,8,1.99,SE,clear sky
573,Hami,42.8,93.45,26.08,35,91,4.52,CN,overcast clouds
574,Guilin,25.2819,110.2864,44.71,78,99,8.28,CN,overcast clouds
575,Berlevag,70.8578,29.0864,28.4,65,90,3.98,NO,overcast clouds
576,Imeni Poliny Osipenko,52.4201,136.4853,1.58,91,100,6.71,RU,overcast clouds
577,Wolgast,54.05,13.7667,36.86,84,100,7.96,DE,overcast clouds
578,Verkhnetulomskiy,68.6073,31.7962,6.93,99,98,2.62,RU,overcast clouds
579,Coihaique,-45.5752,-72.0662,48.81,71,40,2.3,CL,scattered clouds
580,Maldonado,-34.6667,-54.9167,72.23,82,3,9.93,UY,clear sky
581,Verkhovazhye,60.7472,42.0465,1.83,99,100,4.5,RU,overcast clouds
582,Hammerfest,70.6634,23.6821,23.45,80,20,2.3,NO,few clouds
583,Beringovskiy,63.05,179.3167,-3.75,95,100,10.38,RU,overcast clouds
584,Boyolangu,-8.1181,111.8935,86.41,65,91,5.82,ID,overcast clouds
585,Mityana,0.4175,32.0228,69.39,76,100,0.89,UG,overcast clouds
586,Hambantota,6.1241,81.1185,80.94,89,20,4.61,LK,few clouds
587,Kontagora,10.3999,5.4695,68.92,14,72,10.67,NG,broken clouds
588,Polunochnoye,60.8697,60.4153,-8.9,100,99,2.91,RU,overcast clouds
589,San Vicente,-26.6167,-54.1333,65.14,84,18,1.32,AR,moderate rain
590,Sebastian,35.1668,-94.2669,45.09,63,0,3.13,US,clear sky
591,Lagoa,39.05,-27.9833,58.26,73,22,24.99,PT,few clouds
592,Kabanjahe,3.1001,98.4908,72.36,63,86,3.36,ID,overcast clouds
593,Badajoz,38.6667,-6.1667,50.31,56,1,2.71,ES,clear sky
594,Dudinka,69.4058,86.1778,-11.09,96,100,8.34,RU,overcast clouds
595,Livramento,-3.0254,-60.1803,75.88,94,0,0.0,BR,light rain
596,Kidal,18.4411,1.4078,64.72,17,47,13.58,ML,scattered clouds
597,Mugur-Aksy,50.35,90.5,5.9,61,2,1.68,RU,clear sky
598,Tezu,27.9167,96.1667,66.72,31,4,3.94,IN,clear sky
599,Viru,-8.4167,-78.75,63.7,82,100,1.88,PE,overcast clouds
600,Quatre Cocos,-20.2078,57.7625,83.08,79,94,19.13,MU,overcast clouds
601,Qandala,11.472,49.8728,74.71,77,94,6.17,SO,overcast clouds
602,Piacabucu,-10.4056,-36.4344,78.24,84,79,7.52,BR,broken clouds
603,Nayudupeta,13.9,79.9,79.68,72,2,1.99,IN,clear sky
604,Ruginoasa,47.25,26.85,38.71,73,88,8.99,RO,light snow
605,Lukulu,-14.3707,23.242,61.14,95,97,3.4,ZM,overcast clouds
606,Turukhansk,65.8167,87.9833,-0.85,93,99,11.92,RU,overcast clouds
607,Latung,5.5,120.8833,82.06,74,38,5.3,PH,scattered clouds
608,Kisangani,0.5167,25.2,71.6,41,100,0.18,CD,overcast clouds
609,Soe,-9.8607,124.284,78.3,61,100,12.15,ID,overcast clouds
610,Belmonte,-15.8631,-38.8828,77.5,86,23,8.32,BR,few clouds
611,Nacozari,25.3366,-108.2574,56.05,47,8,7.4,MX,clear sky
612,Santo Tomas,14.1079,121.1414,88.56,62,62,13.06,PH,broken clouds
613,Egvekinot,66.3167,-179.1667,0.19,67,44,9.13,RU,scattered clouds
614,Radhanpur,23.8333,71.6,69.39,75,0,5.73,IN,clear sky
615,Rawson,-43.3002,-65.1023,58.84,32,39,6.53,AR,scattered clouds
616,Kachug,53.9606,105.8817,-2.15,93,100,1.54,RU,overcast clouds
617,Burns Lake,54.2331,-125.7533,20.62,98,54,1.57,CA,broken clouds
618,Bowen,-20.0167,148.2333,77.22,71,8,13.33,AU,clear sky
619,Priiskovyy,51.9333,116.6333,-7.83,92,70,1.92,RU,broken clouds
620,Gazojak,41.1875,61.4036,33.42,63,100,9.8,TM,overcast clouds
621,Newport,51.5877,-2.9984,46.69,71,100,20.74,GB,overcast clouds
622,Jijiga,9.35,42.8,54.81,16,69,6.26,ET,broken clouds
623,Boueni,-12.9025,45.0761,80.58,69,26,5.39,YT,scattered clouds
624,Salalah,17.0151,54.0924,69.67,47,2,3.29,OM,clear sky
625,Kieta,-6.2167,155.6333,85.69,70,100,8.05,PG,light rain
626,Goundam,16.4145,-3.6708,68.61,17,10,9.6,ML,clear sky
627,Borazjan,29.2666,51.2159,56.53,46,100,1.23,IR,overcast clouds
628,Semnan,35.5729,53.3971,28.24,50,0,2.3,IR,clear sky
629,Labog,9.0558,118.0495,84.13,69,35,6.02,PH,scattered clouds
630,Yarovoye,52.9273,78.58,10.38,93,98,8.46,RU,overcast clouds
631,Mocuba,-16.8392,36.9856,71.15,98,15,1.3,MZ,few clouds
632,Juazeiro,-9.4117,-40.4986,73.58,94,0,2.3,BR,light rain
633,Akureyri,65.6835,-18.0878,22.93,46,100,5.75,IS,overcast clouds
634,Port Augusta,-32.5,137.7667,97.7,31,90,2.86,AU,overcast clouds
635,Skjervoy,70.0311,20.9714,27.79,58,100,7.94,NO,light snow
636,Eyl,7.9803,49.8164,74.88,75,93,16.22,SO,overcast clouds
637,Lincoln,40.8,-96.667,38.17,63,0,1.99,US,clear sky
638,Grand Island,40.925,-98.342,40.3,44,0,3.0,US,clear sky
639,Alpena,45.0617,-83.4327,19.18,94,20,1.01,US,few clouds
640,Dingle,10.9995,122.6711,85.33,67,26,10.07,PH,scattered clouds
641,Port Blair,11.6667,92.75,78.84,65,40,6.91,IN,haze
642,Ploemeur,47.7333,-3.4333,48.81,98,75,10.36,FR,mist
643,Caiaponia,-16.9567,-51.8103,67.6,98,100,7.02,BR,overcast clouds
644,Ishigaki,24.3448,124.1572,62.73,59,75,19.57,JP,broken clouds
645,Ternate,0.8,127.4,83.73,70,64,10.8,ID,broken clouds
646,Grootfontein,-19.5667,18.1167,63.97,100,99,4.61,NA,overcast clouds
647,Sanford,28.8006,-81.2731,43.92,61,0,3.44,US,clear sky
648,Iguape,-24.7081,-47.5553,71.02,96,100,5.86,BR,overcast clouds
649,Elverum,60.8819,11.5623,14.07,95,59,2.73,NO,broken clouds
650,Korla,41.7597,86.1469,26.31,48,99,3.38,CN,overcast clouds
651,Simao,22.7886,100.9748,65.7,37,0,3.69,CN,clear sky
652,Acurenam,1.0322,10.6488,68.2,96,100,1.57,GQ,overcast clouds
653,Boulder City,35.9786,-114.8325,52.75,18,0,4.61,US,clear sky
654,Tessalit,20.1986,1.0114,64.22,16,3,8.48,ML,clear sky
655,Belaya Gora,68.5333,146.4167,-20.52,97,98,2.33,RU,overcast clouds
656,Itaituba,-4.2761,-55.9836,72.84,95,100,1.66,BR,overcast clouds
657,Villanueva,15.3167,-88.0,65.39,94,75,5.75,HN,broken clouds
658,Daru,-9.0763,143.2092,87.04,61,91,2.21,PG,light rain
659,Flin Flon,54.7682,-101.865,6.4,96,95,6.06,CA,overcast clouds
660,Garissa,-0.4536,39.6401,74.34,79,45,5.14,KE,scattered clouds
661,Maridi,4.9158,29.4742,65.46,29,62,3.38,SS,broken clouds
662,Sioux Lookout,50.1001,-91.917,12.58,85,100,8.05,CA,overcast clouds
663,Manggar,-2.8833,108.2667,86.31,59,100,8.12,ID,overcast clouds
664,Champerico,14.3,-91.9167,79.29,71,12,5.1,GT,few clouds
665,Sokolo,14.7328,-6.1219,70.9,16,2,9.6,ML,clear sky
666,Ust-Koksa,50.2696,85.6108,8.6,79,94,0.31,RU,overcast clouds
667,Sao Mateus Do Sul,-25.8742,-50.3828,61.83,99,100,1.81,BR,overcast clouds
668,Bujaru,-1.515,-48.0447,73.42,99,100,2.57,BR,overcast clouds
669,Cleveland,41.4995,-81.6954,16.27,86,40,0.0,US,mist
670,Luzhou,28.8724,105.4405,50.0,65,77,2.06,CN,broken clouds
671,Buin,-33.7333,-70.75,71.87,73,0,1.52,CL,clear sky
672,Lubao,14.9167,120.55,88.14,56,67,9.22,PH,broken clouds
673,Ushtobe,45.2514,77.9838,26.67,86,70,5.44,KZ,broken clouds
674,Tutoia,-2.7619,-42.2744,77.61,83,48,7.23,BR,scattered clouds
675,Nampula,-15.1165,39.2666,73.35,94,20,0.0,MZ,mist
676,Luang Prabang,19.8856,102.1347,80.56,36,0,2.3,LA,clear sky
677,Vila Franca Do Campo,37.7167,-25.4333,57.61,80,78,14.16,PT,broken clouds
678,Beidao,34.5686,105.8933,23.92,74,68,1.39,CN,broken clouds
679,Loralai,30.3705,68.598,50.99,41,7,2.84,PK,clear sky
680,Yashkul,46.1711,45.3435,30.88,85,58,9.04,RU,broken clouds
681,Kuhdasht,33.535,47.6061,24.31,48,92,2.93,IR,overcast clouds
682,Leningradskiy,69.3833,178.4167,-15.84,94,87,4.7,RU,overcast clouds
683,Mackenzie,55.2999,-123.1698,26.82,93,75,3.44,CA,broken clouds
684,Kashi,39.4547,75.9797,27.61,39,40,4.47,CN,scattered clouds
685,Sibu,2.3,111.8167,86.31,74,40,6.91,MY,scattered clouds
686,Pidhorodna,48.107,30.8895,33.24,84,100,16.44,UA,light snow
687,Yambio,4.5721,28.3955,65.25,30,84,3.76,SS,broken clouds
688,Atar,20.5169,-13.0499,76.15,13,100,7.29,MR,overcast clouds
689,Ryotsu,38.0833,138.4333,39.16,64,99,21.07,JP,overcast clouds
690,Simbahan,6.3032,120.5836,82.27,73,18,10.18,PH,few clouds
691,Sribne,50.6638,32.9187,30.54,96,100,14.03,UA,light snow
692,Palmares Do Sul,-30.2578,-50.5097,71.38,72,0,14.76,BR,clear sky
693,Chapada Dos Guimaraes,-15.4606,-55.7497,65.86,97,100,5.61,BR,overcast clouds
694,Holoby,51.0865,25.0077,32.05,79,100,25.81,UA,overcast clouds
695,Miracema Do Tocantins,-9.5618,-48.3967,70.52,97,100,1.66,BR,overcast clouds
696,Bata,1.8639,9.7658,76.86,100,20,0.0,GQ,few clouds
697,Barinitas,8.7622,-70.4111,76.48,64,56,4.43,VE,broken clouds
698,Benguela,-12.5763,13.4055,74.3,84,100,1.83,AO,overcast clouds
699,Benjamin Hill,30.1667,-111.1,52.18,27,0,7.94,MX,clear sky
700,Hovd,48.0056,91.6419,-7.11,84,24,3.33,MN,few clouds
701,Pozo Colorado,-23.4923,-58.7972,75.74,39,0,2.86,PY,clear sky
702,Savinka,50.0785,47.0994,27.99,97,100,13.35,RU,snow
703,Pasighat,28.0667,95.3333,67.15,38,5,3.91,IN,clear sky
704,Koulamoutou,-1.1303,12.4736,70.09,92,94,1.36,GA,overcast clouds
705,Anadyr,64.75,177.4833,-14.01,83,0,2.24,RU,clear sky
706,Merauke,-8.4667,140.3333,85.3,65,100,8.55,ID,moderate rain
707,Ladario,-19.0047,-57.6017,72.39,97,2,3.27,BR,clear sky
